a,b,opcode,faulty_result,label
4030734048,3242117762,1,771839070,1
3086221935,3005331046,1,80956425,1
3695715512,841480036,1,2854235476,0
657803086,1609801151,4,2026298097,0
3484400287,4122070763,0,3311503754,0
2474457638,2965320289,2,2419929632,0
1874186207,2101038074,2,1831947226,0
2494016041,904058219,4,2705686338,0
2123762685,105457932,2,100665612,0
3884654287,2554895920,1,1329774751,1
1060429182,658630478,3,1062600574,1
2894390873,3414322327,4,3875965646,1
25915139,3186211963,0,3212127102,0
2898595417,1738922959,3,4293255135,1
1137945991,3147736695,1,2284914448,1
4066008804,115884813,3,1996120045,1
2490647592,190080278,4,2667585854,1
3204343933,1123730821,1,2080613112,0
548184385,2370859034,0,2919044443,1
2913038939,2921740380,2,2887790680,0
2617306168,3836085449,3,4238798073,0
2327219221,3827776712,0,1860028509,1
3966113496,2456952868,1,1509160628,0
792691038,2395614237,0,3188305275,0
3341666958,2597813301,0,1644512962,1
1788403157,4198966516,1,1884403937,0
716337493,2948240991,4,2231953162,0
3339053710,2505965610,4,1380706980,1
1623407041,2638064186,2,1124352,1
3036460649,2033343474,0,774836827,0
4124052715,1945941479,2,1909458147,0
1764888530,3571946153,0,1041867387,0
3503659681,2903076954,0,2111507195,1
2036694514,3640443057,1,2959654209,1
1477004720,1135040903,3,1538219431,1
65883911,2120795644,4,2105920251,1
1313165724,2160569345,0,3473210781,1
3993145052,1165375370,0,863553126,0
3576991402,4098188520,3,3581275882,1
2228029449,3361698960,0,1294761113,0
3225335936,3621863087,4,400528943,1
2368686618,3182074491,4,814207073,1
607401288,3623728815,1,1278639768,1
2387779100,3326444684,3,3461848732,0
3485086367,4263184636,3,4290460415,0
3807580357,593612102,1,2945532799,1
410427184,957559154,1,3747834302,1
3714805434,806409056,4,3984309714,1
687612241,3205884542,0,3893496783,0
176243477,983543669,4,807332961,1
3145082998,1164227466,0,14343232,1
1592842685,431178035,3,1609816511,0
3977568986,3385770643,0,3068372333,0
3686350519,2569281586,2,2569023538,1
2520332332,1777146835,4,4292094975,1
4113055978,2593827893,2,2953314336,1
1398855590,2216587784,1,3473040798,1
3366348433,2246770699,3,3455018651,0
718416213,507726140,4,881942633,0
3980591322,1697708490,2,1694499018,0
2064145910,1312414108,0,3376560018,0
1795169238,3366727313,0,866929255,0
2648661563,538582848,2,1711616,0
618560841,1314653084,2,73138440,0
1820317656,909235564,4,1515061940,0
3249125507,1767607762,0,721765981,1
2416653856,515930941,0,2928390493,1
3749975231,3304959113,3,3757948095,0
1258792342,460540726,2,453181718,1
506634556,1604910015,2,505454908,0
663490895,3600891565,4,4046270434,0
1277765528,963892594,1,313872934,0
3056346220,1111954820,0,4168300912,1
3260429444,847271781,3,1926658021,1
1235505043,2630043705,1,2900428634,0
3132036213,1964531178,0,801600095,0
1531296182,1464997806,3,1595391934,1
763089754,2273935375,3,2948322143,1
69357320,1514765236,1,2849559380,0
2170764290,3787530947,4,1621237441,0
3069754989,3809816774,2,2718969924,0
439803188,2728942149,0,3168745337,0
652243789,4159878383,3,4159895535,0
2457796644,3242199170,1,3510564770,0
112563981,762134874,3,805164895,0
734442327,3581723818,4,4273633269,1
222632218,966382451,2,151064850,0
3248995971,1424158121,3,3588751275,0
1782096852,2433951778,2,1056768,0
1268167575,3739393213,1,1823741658,0
2546115119,162904851,4,2658613564,1
3111049330,4109611241,0,2892138843,1
889865066,1058785150,4,168920148,1
3065920621,980534132,3,3204448125,0
1431793578,886655337,4,1636705987,0
2698095681,406336304,4,3102318449,0
1878971871,1920465892,3,2147483647,0
3145773687,1610488255,2,461377591,0
3708673722,2503171114,0,1916877540,0
1891212769,1265784214,3,4227587575,1
2327230485,326412070,0,2653640507,1
650998605,4078403302,4,3587837355,0
1467765166,2920208476,4,4185033202,0
4185655026,417330481,0,308018211,0
1025397114,3409619606,2,1226440722,1
1639964611,3800683205,1,2134248702,0
944056176,3075644014,0,4019700190,0
2556054064,3753571007,2,2551890480,1
2565733425,2270094350,4,530782271,0
1059018622,2010969583,4,1220780689,0
664190799,419530034,4,1050098301,0
2634140730,2612605495,4,112786949,1
1261050774,1829910490,1,3726109628,1
2027895281,1456785325,2,1356071329,0
464223031,1455060397,2,2460643621,1
1594615742,2626457145,3,3750752191,0
228789531,1027702650,1,3496054193,1
3718177979,1827744217,1,1890433762,0
2722740292,1798852054,4,3379672466,1
58588422,761458010,4,773787740,0
1215639952,662019918,4,1862315742,0
774487388,3505256609,0,4279743997,0
1514396596,2480008231,1,3329347469,1
4064898788,744892248,2,541075008,0
3817400007,228816155,1,3586486700,1
2868321877,2453870116,0,1027224697,0
2633515065,2348429847,1,285093410,1
4224424695,2453414436,1,2039445715,1
1209176464,932962671,4,2139713791,0
1370123683,2024039921,3,2041474547,0
1473333167,952106865,2,277956353,1
776856412,3917920979,1,1153902729,0
2450689572,1988871661,2,302154852,1
3398633109,3011625575,4,4178756850,1
365253419,3293459080,0,3658712499,0
1535485367,3059995756,4,3991302619,0
4057284323,3095134320,1,962150003,0
103566092,2038894579,0,2142460671,0
953597809,694922578,1,2406158879,1
1309950876,3454880411,2,1275347608,0
1030947194,198275863,1,832671331,0
2325583893,2551982128,2,2283538448,0
1670640071,788221789,3,1878786015,0
2936478302,2646147643,3,3216972415,0
2991601252,315424037,3,3000827749,0
1899647970,4075090661,4,2212405511,0
311903525,3548116646,2,303252516,0
2606206518,1666766790,4,4161755632,0
3869065421,3876289742,4,26622979,0
335664936,4081142502,2,82464,1
1711741900,680036177,3,1854905821,1
3916102866,1406840231,2,1096461442,1
3939925205,1829098458,2,1745113296,0
1797228502,3888976591,4,2362627353,1
454415670,2656558652,1,2092824282,1
512935229,3007864422,2,302007332,0
2604944438,395371311,0,3000315749,0
443204404,1407200167,0,1850388187,1
3045183595,3208436350,1,4127520237,1
344738601,3693597368,3,3702512569,0
561712962,459114294,1,102598668,0
786884957,789475678,1,4292376575,0
3642060978,1529242038,2,1493524658,1
1325459870,922411885,3,2147150847,0
2782601803,309895972,1,2472705831,0
2353223704,346539305,4,2565119281,0
3542553254,589253958,3,4081000422,1
17171202,566195011,3,549417795,1
823192418,264967967,1,558191683,1
173765908,1664616902,1,2804116294,1
1410931112,3033431657,2,336075048,1
3265067141,3345965710,1,4214068727,0
3180643963,580501829,0,3761145792,0
1119263621,1275534744,3,1312268189,1
1490674097,368498987,2,13680929,1
4130547948,3883962575,3,4155750639,0
2032866802,1241875348,1,790729310,1
235416860,3533233829,3,3734568893,0
1147391368,2683779135,4,3683972535,0
3726767292,2372197914,1,1354569378,0
912536940,3633003185,3,4277092341,1
2981071459,3157077624,1,4118961131,0
691878738,1531609526,1,3455236380,1
1647229892,3087673968,0,439936564,0
236751132,1199819151,1,3331899277,0
3174568570,1866461150,2,758645338,0
1123585413,3406270102,4,2315191059,0
2232081418,4049229538,2,2164938242,1
821850465,2057572341,3,2063400949,1
2547590191,3272146566,1,3570410921,0
2679382079,677463376,2,136314896,0
2312353811,3585818795,1,3021501800,1
3908586193,1937567206,2,1618495680,0
3187024507,3204201597,1,4277790206,0
4187642099,237404956,2,134348816,0
3381833875,2341390871,0,1428257450,0
3402659989,1962623465,3,3741022717,1
2929618013,1246333332,3,3999264221,1
3227619968,2487362600,3,3563239080,1
951919473,716362581,2,682623825,0
395401519,2531781677,2,377571373,0
2299354642,3411854486,4,1112644100,1
1389113765,3678081206,2,1384648868,1
2629070393,335625000,3,3166011193,1
1309887388,3379023506,4,2255783182,1
1512726452,3076378734,1,2722926406,1
1747489232,129245967,1,1618243265,0
1900411362,953147761,4,1233262739,1
3967463640,1216071568,2,1215987856,0
436783412,296782627,0,733568087,1
2849051731,2917939803,3,2919054939,0
2116754428,1383114660,2,1377829796,0
1639443395,2139142655,2,1635822019,0
1499987378,3681866422,1,2104699644,1
2091654649,2906536538,1,3480085407,0
478755129,162622227,3,498694971,0
789010270,1555005369,0,2344015639,0
2670943294,1929808870,4,3962951640,0
4205577461,2074149367,0,1984759524,1
745648984,240914204,0,986564212,1
963728754,345832745,0,1309561499,0
1979861484,3816657606,1,2458171174,0
474952504,3777457858,3,4251942906,0
3126978164,515273021,0,3641726897,1
1263159190,1438258091,0,2701417281,0
697834835,606980424,4,230020123,0
304087332,595616583,2,33554692,0
1422079913,4278350590,4,2881570135,0
3316812939,3956514519,0,2978360162,0
878985064,1210518928,2,2362624,0
3459568796,2708913730,0,1806406366,1
292225314,1627255745,2,6881568,1
2182513668,3549594279,2,2190639108,1
1560415162,2645901371,4,3233237889,0
3182430843,3731972796,4,1673619655,0
1125820294,3143815798,3,4219140086,0
3819867847,3187383419,4,1582568124,1
2209931271,3185591419,0,1100555394,0
2990539364,4260572411,3,4294160127,1
3741288125,291959074,3,3758094271,0
419368753,66047239,2,15666497,1
536617791,2347496983,0,2884114774,0
4221509367,2937781342,2,2870615062,1
2452816420,2856070740,1,3891712976,0
2371378714,162264339,0,2533643053,0
1844130267,618149705,4,1228080786,0
2970860642,2284041232,0,959935090,1
2268755982,3096472177,4,1068110463,0
2320949780,306771236,4,2552108848,0
1272015255,3202410109,2,180379665,1
720387925,3521393315,0,4241781240,0
3683076791,4060972772,4,696960083,1
157481746,2201725446,2,20097538,1
3349555855,2029905905,0,1084494464,0
2886926936,3276757126,1,3905137106,0
3304511113,383344941,4,3526342564,0
3039888490,2547316783,0,1292172441,1
1552734649,442701108,3,1592778173,0
996567926,754189657,4,395472431,0
1733459406,1763040210,3,1868021726,1
457269558,2227289097,0,2684558655,0
3763654848,3254800516,1,508854332,0
2908804186,2491226152,3,3179142778,1
1506779571,341889832,2,4227360,1
224424218,193648407,0,418072593,1
553219393,2248244236,0,2801463629,0
3716457147,3224466560,4,498456123,0
3700399289,2236885514,2,2214856712,0
858166630,2115316732,3,2134360062,0
841098596,55474438,0,904961642,1
400569135,2993943652,1,1701330635,1
3189757052,2969944162,2,2953175136,1
3413650070,841061220,2,35652100,0
1789018069,3708494522,0,1470980751,1
2995644005,356745002,0,3352389007,0
4042893537,1283946393,3,4177526777,1
2651165244,1691153353,3,4275958781,1
301540131,739728216,2,1114880,0
3610516654,364572459,4,3398366085,1
3506599586,4100401896,2,3489800928,1
483078457,2383424028,2,201334808,0
3184669307,3733914301,4,1667051718,0
2089105401,2945524831,0,739662940,1
420192562,1143914376,0,1564106938,0
3046202987,608180552,3,3050397547,0
1602538943,122288398,4,1489843376,1
2411696671,1754858449,2,144245265,0
2287109136,3722711227,0,1714853066,1
1399620006,3482164895,0,49946693,1
26497795,492576570,1,3827839945,1
1311609756,2084661240,4,846001254,1
939558256,1636369347,3,2039056371,0
272430880,226859803,2,2147783424,1
892347754,731206999,3,1068856703,0
3466957981,1997878254,2,1308954764,1
2695560769,1419473833,0,4115030506,1
372186924,1150348681,3,1455292333,1
800301407,4026628320,2,536944712,1
3137993334,1111180676,4,4180852722,0
1339250079,4187308787,1,1446908589,1
2973456482,1198815118,4,4132384748,0
2552636976,3949488854,2,2283806736,1
969483635,2666954301,4,2805947214,0
1298589082,392974638,0,1691563720,0
2426799649,1221663121,0,3648458674,1
79370505,1624116673,2,9046273,0
123563790,304464164,1,4114066922,0
826216290,2970779234,0,3864104388,1
947882352,1050915197,0,1998797549,0
676451664,1156726665,4,1822681305,1
3217899135,1069803903,0,4287702910,1
3902879441,2901781081,1,1001098360,0
2737060934,3049594987,4,383851565,0
2952117343,500227899,4,2988827492,1
1479208880,3060258412,3,4268752876,1
733919063,1820309464,0,2554228591,1
314344229,359286570,4,131515407,0
3495833760,3525430436,2,3489665184,1
3356812432,717516117,3,3939823061,0
2738156102,1402372519,1,1335783583,0
314359077,1386480549,3,1388101541,0
2205060614,1759046609,0,3964103127,1
3811933382,589859142,0,106825228,0
3180153467,1075571584,4,4254507515,0
2841987666,333396263,1,2508591403,0
1974876139,3097892977,0,777801820,0
1656952773,318704933,3,1929322469,0
884809065,4050506466,0,640348235,0
3108145778,1147454344,3,4252421114,1
2750450247,125121806,0,2338701141,1
520099134,3863926476,0,89058314,0
1134939015,1608915903,2,1134824327,0
2460802597,400131375,3,2549997359,0
2827282513,2582519347,3,3118923379,1
2025510385,4248488186,4,2239765771,0
2341777943,73048328,1,2268729615,0
3041436778,2109628411,1,931808367,0
3104223858,854899045,4,2347895575,0
4073568485,2541863471,4,1699511002,1
2848142931,261965599,1,2586177332,0
3246800003,82849545,3,3321249675,0
1404389799,2200494598,0,3604884397,0
4221509367,2952699999,4,1415691944,0
2094446073,2449205795,4,3962396634,1
2585921588,791140190,2,1243742228,1
2633762873,2288417296,1,345345577,0
3869337805,1210599824,2,1075857536,0
442535732,2462084645,0,2904620377,0
3047450731,880424296,3,3053419883,1
1827820505,3712311482,3,2113369083,1
366146859,596744007,0,962890866,0
1952326632,397455663,4,1676579525,1
2682370623,920136045,2,381692461,1
215714073,4170807025,4,4098029544,1
1396581798,4083772134,3,4085215206,0
2931348061,479105849,1,2452111140,1
2876923478,3851326667,0,2433274657,1
2762410057,1559403961,3,4244086265,0
1517901748,4059735779,2,1347946144,1
616955209,2056778741,4,1582444220,1
3545937574,2428917793,3,3554606759,0
1483748784,3088887920,2,403714096,0
2452024356,3995871452,4,2081080824,1
516358461,3221663872,0,3738022333,0
3426427544,2902741594,4,1665102018,1
368995627,4070544101,4,3881959374,0
4118103274,3338719886,0,3161855856,1
929645422,4153454831,2,922747118,1
1176502668,3332990093,4,2156487937,0
306515748,792667486,4,1031285370,1
765378907,1461158830,4,2055750389,1
1900420578,1609027007,2,1363545506,0
1574548411,3849481418,3,4261150715,0
4142103277,3128641140,4,1285045401,0
3681140406,3492485792,4,188916886,1
4234343160,322562854,0,261938718,0
1048876925,1610108351,1,3733735870,0
3215266431,3926906580,2,2852459093,1
279486753,2257746445,0,2537233198,0
2880513111,2662392893,4,889311338,1
4077456614,523232062,4,3961974744,0
1208038800,3967071448,3,3966088664,1
4189701875,750813529,0,641353804,1
445518133,2314379283,4,2474488102,1
1738241999,1374293923,0,3112537970,1
2291876369,2287845904,3,2295317009,1
3070725230,2126777853,3,4291268079,1
2185435140,3466655901,3,3470981277,1
2604414006,2421404192,0,730850902,0
2227346441,3426410648,1,3095903089,0
1720211917,1573388731,4,994072678,1
1065720703,1071240063,3,1071471487,1
20423938,1869983710,0,1890407648,0
3891437775,2914511963,2,2779947083,0
1564378554,1536375735,4,112049677,0
133626127,3786868931,3,3891788239,0
312878885,2226446345,3,2495014701,1
1397927846,2570896946,2,286295584,1
2428007969,3054017644,4,649128517,1
3483668639,818839905,3,4293826047,1
267132191,3646040754,0,3913172945,0
1530276278,4050473186,0,1285782168,0
814779233,3265725573,2,8388609,0
1585956285,1504843187,3,1605883391,1
4063880932,3454691995,0,3224654207,1
882666857,2125031933,3,2126081533,1
1877811679,3389609108,0,972453491,0
2516972076,1617931200,2,369408,1
2366366234,1844871643,1,521494591,0
313580837,3465343133,1,1143205000,0
2130746366,1399221670,1,731524696,0
1718647756,940645744,0,2659293500,0
3752489663,860574054,0,318096421,0
877320552,2205140998,0,3082461550,0
3028899433,3759220928,1,3564645801,0
1954857449,3390853268,4,3197669749,1
2527720493,966374771,2,277460001,0
2708323906,2481311271,3,3018718823,0
3880892110,385380141,1,3495511969,0
1860968413,3994231004,2,1845493980,0
3177891962,3790508227,2,2708111426,0
2563305009,2050941940,0,319279653,0
4155513071,1613175744,2,1612716224,0
331086119,1358131617,0,1689217738,1
2677624895,3862086860,1,3110509427,1
2906114650,1409738664,2,67551240,1
2298928658,4030991584,4,2034422514,0
3858083531,1287070105,3,4260868059,1
3668831413,3702206137,4,101106188,0
2470555686,4052073187,0,2227661321,1
3947128534,1142040456,4,2941665630,0
2466684454,2949910111,1,3811741639,0
2674719294,729330006,3,3212639103,1
2660893245,3577691306,3,3753328319,1
878908264,200296215,0,1079204479,0
138947344,1958485481,4,2096379633,1
593943366,1813522904,3,1870592990,0
4020248799,594758982,0,320040485,0
2313764883,2270776846,4,246418973,0
947892592,1767713234,1,3743582110,1
1115156356,1055029117,0,2170447617,1
1356818849,2174602243,0,3531421092,0
2590593588,1348738464,3,3664633780,1
2438894114,3332445325,3,3623851695,0
1346934688,2391571485,2,529408,0
3297720969,3858144459,1,3734543806,0
1191290766,2537787950,0,3729076668,1
553791298,3085811311,4,2532282669,0
432877875,1135025031,1,3592820204,1
3256023172,1458674605,0,419730481,0
2094833657,3452342427,3,4259225595,0
1802758102,3534031013,3,4227330039,0
382082861,1746874320,2,397056,0
595198790,2596185653,2,37356038,1
1051761021,3268932229,3,4277664761,1
4029225184,2107953659,0,1842211547,0
3409952406,3132988021,4,1904354531,0
3271537797,3603538605,1,3962966488,0
3728733884,771661659,1,2957072225,0
1602430399,1220999569,1,381463598,1
1494380978,2997304421,0,196716055,1
3364582545,523923262,2,134931472,1
1708726219,2866638933,1,3128665974,1
2152689152,878796648,4,3022926200,1
1096980354,4074566885,0,876580455,1
2804981326,4134856940,1,2965087586,1
836131683,615729481,4,358945322,0
3309785226,3905283281,3,3989304523,1
1444975020,767272795,2,1142980872,1
3400438421,3164139641,4,1983275752,1
3122537076,2983921763,4,197470743,0
2458922533,3720505531,2,2424317985,0
3683171511,2021404144,1,1661767367,0
4109415145,251816222,2,67117066,1
2342701591,3746270910,2,2399308310,1
859531622,1914752484,1,3239746434,0
3651369651,246639389,4,3608187310,1
1267621783,399061295,2,59248903,0
1910684131,1813495256,2,1610791360,0
2126929405,4079415014,2,1376144612,1
2646944827,2245148683,3,2648140859,0
357233450,3443599002,3,3712743352,1
3496494752,1961783785,1,1534710967,0
781872477,2484514856,0,3264290181,1
1812870104,1889897953,0,3702768057,0
664130895,561654594,3,666894159,1
743037784,261786911,2,201885976,0
3817666247,1437462955,3,4155357167,1
1626008513,1926640101,0,3552648614,0
67789064,566239043,4,634023499,1
3853111499,1451422125,4,3005948262,0
3680459958,3718680763,2,3641053362,0
2190717957,3295218312,0,1190968973,0
2783966795,102425356,2,67813896,1
557222210,3827989192,0,627115018,1
1446968748,1043754876,1,403213872,0
42792197,624884554,1,3712874939,0
4290377983,818828641,4,3480726942,0
3786040515,3199208061,3,4290408191,0
2890217560,2911857755,0,1507108019,0
2938569822,1083499393,1,1855072477,1
679987025,500847931,3,1038078843,1
1363919778,3008266854,1,2650620220,0
318205733,761227610,3,1073704830,1
2499692585,2156110337,0,352447018,1
967098227,1115342212,4,2078178039,0
997000566,568115523,3,1006486903,0
315031845,575685956,4,815219809,0
3497730208,1367349667,2,1342177440,0
3691528376,3701966009,1,4284529663,0
3052177515,944613232,2,810319968,0
2895203417,3683114679,0,2283350544,1
2404510238,3587909291,3,3487297215,1
2245373451,2996073061,3,3084254823,1
4206145781,2653950524,3,4273779453,1
790606686,170400020,4,557296202,1
1107494788,155298578,3,188985238,1
1742497743,3258019460,1,2779445579,0
1899748322,2418992672,0,23773698,0
3165099641,684642641,0,3832965066,1
4250588922,1413252520,4,2842055538,1
186108694,3769260737,3,2881477591,1
3892603088,1804665815,0,1402301607,0
2152354304,3541428390,0,1398815398,0
200391447,2410715167,4,2218865416,1
2653895228,1239881619,2,137302544,1
4263295228,2847490643,0,2815818575,0
2476034599,219365146,3,2681700159,1
2947289183,2019475952,4,3623539119,1
4076213477,537624896,0,319919653,1
3164548217,1269206423,4,4147749358,0
2483150376,2061022709,1,422127667,0
322582822,2456018980,1,2161531138,0
736868695,3673651381,2,182663221,1
1613898688,3044260970,2,540155968,0
3900009680,2280925199,0,1885967583,0
1805162455,2092489209,2,1754829009,1
431720755,2814828623,0,3246549386,1
1384644005,4191662835,4,726683478,1
3066123885,2129624573,2,918639725,0
1234142611,3031598697,4,4248634362,0
1220338577,3092354672,1,2422951201,0
1407130023,2510639147,3,3623836079,0
2300770834,2429586977,3,2582838835,0
456353590,3380726931,3,3686002615,0
3195218044,2192276485,0,1092527233,0
3565279401,2605413430,0,1875725535,0
2747513415,3432595609,2,2155937793,0
3714358458,4289956095,3,4294417663,0
1728953294,4037309153,4,2544486703,0
2118556668,1314193820,0,3432750472,1
171504916,113733901,2,33583364,0
4249847034,1689295817,0,1646272707,1
854062949,2135447550,4,1303355547,0
3994009820,787010397,4,3236369281,0
889457514,2966749281,2,805568608,0
1777106899,1379788196,2,1076651904,1
3825810632,1314851228,0,845678180,1
2638981690,1967771114,2,357140522,0
1997691886,2696400449,3,4156022767,0
3581930666,1643923395,1,1938007271,0
2342841879,535587647,2,195325463,1
4218729718,4250324730,4,102922764,0
322782502,3361848464,0,3667853750,1
656027470,3504905889,4,4159877615,0
3080350319,1202740623,3,4122640367,1
3079750767,2718611012,2,2717909060,1
30027011,3712002234,3,3721047483,0
471311160,1390137253,2,269713952,1
1341461407,2326182933,0,3667644340,0
968078707,150758673,3,973075827,0
1709862347,4022236383,3,4026432991,0
429959475,1443542444,3,1604992447,1
611075912,4001852125,1,904191083,0
1283091352,3722361531,0,710485619,1
3007015014,4072734437,4,1107007107,0
774480732,3062247533,4,2561643313,0
702768467,2034649586,4,1420111009,1
4136616685,2113968124,0,1955617769,1
2202435590,858401126,3,3010373990,0
1123217797,3787138755,2,1085415553,0
1743375823,3767744193,2,1619068097,0
2217352200,332192551,0,2549544751,0
453055286,3210203262,3,3210204030,0
2106126843,1777496531,4,276463656,1
2520440876,693769042,4,3210802046,0
3230390913,575300932,0,3805691845,0
2689368128,3198408829,0,1592809653,1
3510895778,164688659,2,20971522,0
1782448084,927120750,0,2709568834,0
1602444223,2157712897,1,1592214974,1
4285933822,3101957745,1,1183976077,0
3234368129,400002351,4,3609135022,0
2491844649,1278285720,1,1213558933,1
2531982893,3313553547,0,1550569144,0
2159504385,3454698651,1,852289382,1
1334240159,1776491987,0,3111780722,1
1850990556,2009399791,3,2144853983,1
3895010512,584281925,3,3942346709,0
230009627,3708086458,3,3753241531,1
591097670,2829878353,4,2341989143,0
1460756398,4141504749,2,1443909804,1
430976819,2970277474,0,3401254293,0
654460238,2625449016,1,2323978518,0
3580792490,323527462,3,3614355374,0
3252054147,2198404614,2,2164287490,0
1618901952,716825941,0,2335727893,0
2308610067,2702782018,2,2165835778,0
1962189289,2997376613,3,4143773677,0
4075183845,2451887140,4,1623362241,0
3114166899,403667248,2,470706224,1
2221410312,1436209579,4,3522353579,1
929957230,4246242042,4,3396765596,1
1831903194,2243803659,4,3901564353,1
1940282855,1784051156,2,1648776644,1
4257215227,3795841220,4,394265151,1
1522998709,3921807059,3,4224131063,0
265325343,3399454357,0,3664779700,0
3896029904,2272638478,4,1867318494,0
686012241,71462664,1,615073865,1
918047085,1948893672,2,875053416,0
3817702087,3897700560,2,3892314304,1
1703136203,3312459914,3,3857968075,0
3951081687,3579326122,1,371755557,1
2118510588,2410713631,2,234914332,0
2556093488,2157543937,2,2149089280,0
1203898255,1441042859,0,2644941114,0
4080030438,2201160198,2,2201092614,1
2973784162,2333301270,4,978518132,1
3000504421,1056269693,4,2351789336,0
1119470981,2710431811,2,638977,1
2063067637,4144031982,2,1912662244,0
3183737979,3823827655,4,1579747004,0
1775266259,3089216624,3,4193385971,0
3678234294,331548967,4,3372117904,1
3234388609,1827382233,1,1407006376,0
3518575267,2318159892,4,1268081335,1
867912551,966153075,1,4196726644,1
279661857,1442238379,1,3132382582,1
721454934,4221116151,4,3499727265,0
1549032888,2477276199,3,1610382783,1
71047432,2298945554,2,262148,1
913167212,4214758134,3,3212696574,1
501763899,195770135,3,531332927,1
1066785663,1602986431,4,1612610112,1
966931315,2481192487,0,3448123802,0
4252720890,2612121143,0,2435657009,1
2167771138,3208630398,4,1040859228,1
835324771,702504275,0,1537960118,1
979957620,249088797,4,883965033,0
2916502107,1613416896,1,1303085211,0
4119441131,1232127890,1,2887313241,0
1326009758,252202782,3,1326010266,1
3266823301,88958218,1,3177865067,1
2416770080,4253412091,0,2375206683,1
3119646323,903085931,2,835847779,0
3669492405,2135382526,2,1241514164,1
3789684419,1491447729,1,2298236690,0
2260324365,541201216,1,1719123149,0
1097333634,2684047935,2,23155202,1
822512994,574183748,2,536873280,0
2816934479,822183778,3,3083306863,1
3624085168,1207575439,4,536413503,1
2018568688,1525983669,1,492585019,0
3899738320,710356820,4,2183554948,1
2196910597,1513934772,3,3674144693,0
656105806,316996389,0,973102195,0
3120443507,147446545,0,3267890052,0
591436102,410369840,4,993338999,1
1289416601,2515494443,4,3644164530,0
2646662203,4183127794,2,2579518514,1
1982674924,570478404,0,2553153328,0
285793058,4014334686,1,566425668,0
145003793,3652005043,1,653748318,1
1170079115,2033876466,3,2109734399,1
2257015821,3977993946,2,2214810633,1
2687135296,3604250285,0,4143901933,1
1342080415,2126905853,0,3468986332,1
2456362532,2979981411,3,2986344039,1
874639208,1712811980,2,604073800,0
1599190974,805991264,1,793199710,0
1891901921,1640351171,1,251550750,0
438609204,1848220636,0,2286305552,1
3976094937,367976235,0,49103876,0
2398556701,405577008,3,2533334845,1
981256052,4059322595,1,1216900753,0
2145316351,2728227909,3,4259315199,1
2844398675,3658976436,1,3480388511,1
1658773957,1549524920,0,3208298877,0
2078005751,819305313,2,819042657,0
2358401049,1448695212,3,3738918333,0
35545348,2617465400,2,147456,0
1939440103,3709146810,4,2928449365,1
809547616,2712234563,1,2392149277,1
2026194929,4292353279,3,4292698111,0
4102072041,4171245297,4,203456536,0
1610831296,1638999491,4,28471299,0
1563869114,686533457,0,2250402571,0
1711937996,1345366944,1,366571052,0
1499613618,3621245615,0,825891937,0
2663693373,3689212599,2,2596579381,0
2683654207,3688118967,4,1143040648,0
142552336,1855316445,2,2283086096,1
165717267,4094704872,4,4260403707,0
2144475135,457263414,2,457179414,1
1793052629,3218536575,3,4292870143,0
2152653824,2748751431,1,3698869657,1
3037011050,1370179491,4,3836632009,0
1575732667,4038270177,0,1323229852,1
4077230310,2049164788,3,3945258486,1
1664065478,1977467371,1,3981565403,0
1699024842,2793852493,1,3200141693,1
1975552,3254995076,1,1041915004,1
3449948827,4012277982,3,4020669150,1
4125342955,858926438,0,689302097,0
3053574764,2977740386,1,75834378,0
725718870,2371267098,3,2941763414,1
1033669499,3523677348,0,262395935,1
2511969323,4000759516,3,4294950647,1
3104367730,2179128323,0,988528757,0
1668971974,1554916281,0,3223888255,0
822637922,606685000,3,891909994,0
1376493988,3924448979,3,4226414583,1
2350089752,2936742494,0,3139348598,1
3719902907,694588754,3,3187652603,1
4003801309,2762804809,4,1242048148,0
3049269355,1927796709,3,4150788079,1
2655462460,2143512575,2,507716668,0
2704941634,800643935,1,1904297715,1
1935542758,804144991,4,1555056313,1
3234435201,761666906,4,3987705307,0
2780110411,30771971,4,2757793100,1
3641024690,2990135396,1,650889294,0
2143974911,251973406,2,251675926,1
296107811,3480750750,3,3757979583,1
1155191689,294087971,3,1373634475,1
1433408426,760901466,0,2196407044,1
1437452715,927237486,2,352616746,0
1054903677,1288470425,0,2343374102,0
1612817344,1360719778,3,1899745250,1
1033492859,4209474293,4,3346965134,1
628583242,2042448371,2,540363074,1
1619976641,1915640804,1,3999303165,1
593423686,273542944,4,856883814,0
4042215649,1703534539,2,1619611841,0
734181207,2730163269,0,3464344476,0
3386087059,4043603682,1,3633256369,1
3075740270,601509703,3,3086901103,1
413719345,742816088,1,3965870552,1
2128023037,2303033362,4,4153576943,0
4066184932,3671181493,3,4208840437,0
2804838990,2901797977,1,4198008277,1
3913997010,1979591147,4,2629104441,0
2351418904,245412637,4,2189917445,0
2414193183,2360678425,0,479904312,0
4127682284,3503467169,1,624215115,0
2485496360,888000873,3,3035495273,0
1171545483,231502619,1,940042864,0
3753101503,183062805,2,178339863,1
3831784648,1612605376,0,1149422728,0
3906318033,4197339380,3,4211080949,0
2626816,990159734,3,992753526,1
538561344,3427094168,1,1398045864,1
1706473419,1854079965,0,3560553256,1
650331981,959743858,2,603981632,1
4279916286,4081132262,0,4065950180,1
972427123,4122735851,0,800195678,0
