a,b,opcode,faulty_result,fault_type
3304959113,1258792342,1,2046174963,1
506634556,1604910015,0,1100634755,2
3600891565,1277765528,4,2592610613,0
3056346220,1111954820,6,4100665832,2
847271781,1235505043,7,3735928559,0
3132036213,1964531178,2,805835872,0
1464997806,763089754,7,2049557748,2
69357320,1514765236,7,3735928559,0
3787530947,3069754989,6,3735863023,1
439803188,2728942149,4,3097397105,0
4159878383,2457796644,7,3735920367,1
112563981,762134874,2,735630935,2
3581723818,222632218,1,3359091600,0
3248995971,1424158121,2,2504348458,2
2433951778,1268167575,5,3735928559,0
2546115119,162904851,7,3735928559,0
4109611241,889865066,0,704509011,0
3065920621,980534132,3,2362441497,2
886655337,2698095681,4,2483602728,1
1878971871,1920465892,4,495529531,0
1610488255,3708673722,6,3735928559,0
1891212769,1265784214,7,3735928559,0
326412070,650998605,4,364500075,1
1467765166,2920208476,0,4185033202,2
417330481,1025397114,0,1425950379,1
1639964611,3800683205,1,2134248670,1
3075644014,2556054064,4,252235870,1
2565733425,2270094350,2,530782271,2
2010969583,664190799,4,1347046048,0
2634140730,2612605495,4,112786957,0
1829910490,2027895281,0,3857805775,1
464223031,1455060397,2,313143589,1
2626457145,228789531,0,2859440980,1
3718177979,1827744217,4,2440023394,1
1798852054,58588422,0,1857440476,0
1215639952,662019918,3,1869986782,1
3505256609,1514396596,0,707908693,1
4064898788,744892248,4,3660532156,1
228816155,2868321877,0,3164246896,1
2633515065,2348429847,7,386036270,2
2453414436,1209176464,1,1244237972,0
1370123683,2024039921,2,1386243489,1
952106865,776856412,6,384965677,2
2450689572,1988871661,6,3735928559,0
3011625575,365253419,7,3735404271,1
1535485367,3059995756,5,3735928559,0
3095134320,103566092,4,3192933244,2
953597809,694922578,1,1332417055,1
3454880411,1030947194,3,4036905953,2
2325583893,2551982128,1,4135677925,1
788221789,2936478302,5,3735928559,0
2991601252,315424037,0,3307024777,1
4075090661,311903525,0,3765680064,2
2606206518,1666766790,0,4272973308,0
3876289742,335664936,4,4077562854,0
1711741900,680036177,0,2391778077,0
1406840231,3939925205,3,4225695095,1
1797228502,3888976591,0,2362610969,2
2656558652,512935229,4,2160401153,2
2604944438,395371311,4,2362748729,1
1407200167,3045183595,7,3735928559,0
344738601,3693597368,2,470041128,1
459114294,786884957,3,1072689023,1
3642060978,1529242038,0,876335712,1
922411885,2782601803,2,618275401,0
2353223704,346539305,6,3735928559,0
589253958,17171202,1,572082756,0
823192418,264967967,3,1071382399,0
1664616902,1410931112,4,924913774,0
3265067141,3345965710,5,3735920367,1
580501829,1119263621,4,1613716160,0
1490674097,368498987,5,3735920367,1
3883962575,2032866802,3,4155217407,1
235416860,3533233829,3,3734568893,0
2683779135,3726767292,6,3735928559,0
912536940,3633003185,6,3733831407,1
3157077624,691878738,1,2532307750,1
1647229892,3087673968,2,537537088,0
1199819151,3174568570,0,79420681,1
1123585413,3406270102,5,3735920367,1
4049229538,821850465,1,3227379073,0
2547590191,3272146566,6,1588444911,1
677463376,2312353811,7,3735928559,0
3908586193,1937567206,4,2609162103,1
3204201597,4187642099,1,3311526794,0
3381833875,2341390871,6,3735928559,0
1962623465,2929618013,2,614096969,1
3227619968,2487362600,3,1411626664,2
716362581,395401519,4,1025739386,2
2299354642,3411854486,0,1112644228,2
3678081206,2629070393,0,2012184303,0
1309887388,3379023506,2,1208175248,0
3076378734,1747489232,2,3749003710,2
1900411362,953147761,7,1233787027,2
1216071568,436783412,2,134856976,1
2849051731,2917939803,3,2952609371,1
1383114660,1639443395,0,868699239,2
1499987378,3681866422,4,2182295300,2
2906536538,478755129,2,2981561187,2
789010270,1555005369,6,1940400359,2
1929808870,4205577461,2,1912864996,0
745648984,240914204,4,573422660,2
345832745,1979861484,0,1654568133,2
474952504,3777457858,6,3735928559,0
515273021,1263159190,1,3547081127,0
697834835,606980424,2,230020123,2
595616583,1422079913,7,3736059631,1
3316812939,3956514519,4,778113628,2
1210518928,3459568796,7,3735928559,0
292225314,1627255745,5,3735928559,0
3549594279,1560415162,0,815042145,0
3182430843,3731972796,4,1673619655,0
3143815798,3819867847,6,3735928557,1
2209931271,3185591419,6,1045996668,2
4260572411,3741288125,4,587999814,1
419368753,66047239,1,286212650,1
2347496983,4221509367,4,1887234272,1
2452816420,2856070740,6,3735924463,1
162264339,1844130267,0,2006132462,1
2970860642,2284041232,4,959449138,1
3096472177,2320949780,1,775522397,0
1272015255,3202410109,0,179458068,0
3521393315,3683076791,4,170096660,1
157481746,2201725446,7,3735928551,1
2029905905,2886926936,0,3572426153,2
3304511113,383344941,7,3668819695,1
2547316783,1552734649,3,3411550614,2
996567926,754189657,1,395472431,2
1763040210,457269558,4,1918155492,2
3763654848,3254800516,0,2723487812,1
2491226152,1506779571,2,273481760,0
224424218,193648407,3,267056927,0
2248244236,3716457147,7,3735928559,0
3700399289,2236885514,0,1507571379,2
2115316732,841098596,3,2116497404,1
400569135,2993943652,4,2777925451,0
2969944162,3413650070,0,2055072500,2
1789018069,3708494522,7,3081313647,2
356745002,4042893537,3,4126932971,0
2651165244,1691153353,1,968400499,1
739728216,3610516654,4,4213393398,2
3506599586,4100401896,2,627399754,2
2383424028,3184669307,0,1273126039,0
2089105401,2945524831,2,746665049,1
1143914376,3046202987,2,4055884259,2
1602538943,122288398,0,1724827341,0
1754858449,2287109136,4,3771434945,0
1399620006,3482164895,0,2631999289,2
492576570,1311609756,0,1804317398,1
939558256,1636369347,0,2575927603,0
226859803,892347754,4,951369329,1
3466957981,1997878254,6,3115362163,2
1419473833,372186924,1,1045189757,1
800301407,4026628320,6,3753040319,2
1111180676,1339250079,4,233312267,1
2973456482,1198815118,0,4172271088,1
3949488854,969483635,0,624005449,1
1298589082,392974638,6,3735928495,1
1221663121,79370505,3,1282015384,2
123563790,304464164,0,428027954,0
2970779234,947882352,2,806488160,0
676451664,1156726665,7,3735928559,0
1069803903,3902879441,0,677716050,1
2737060934,3049594987,5,3735928559,0
500227899,1479208880,4,1171927179,1
733919063,1820309464,4,1203830927,2
359286570,3495833760,0,3838343114,1
3356812432,717516117,4,3801123269,1
1402372519,314359077,4,1093278850,1
2205060614,1759046609,4,3954599383,0
589859142,3180153467,4,2661663549,0
2841987666,333396263,4,3132781429,0
3097892977,1656952773,3,3664056244,2
884809065,4050506466,5,3735404271,1
1147454344,2750450247,1,2691971393,0
520099134,3863926476,0,89058314,0
1608915903,2460802597,0,3444229530,2
2827282513,2582519347,0,829093474,2
4248488186,2341777943,3,4282317567,1
3041436778,2109628411,5,3371629457,2
854899045,4073568485,0,3224961408,2
2848142931,261965599,5,3735928495,1
82849545,1404389799,5,1464166062,2
4221509367,2952699999,3,3221208831,1
2449205795,2585921588,0,740160085,1
2633762873,2288417296,7,1588444911,1
1210599824,442535732,7,3735928815,1
3047450731,880424296,0,2178833667,2
3712311482,366146859,2,3365377425,2
1952326632,397455663,5,1676579527,2
920136045,215714073,7,973316212,2
1396581798,4083772134,0,1185388684,1
479105849,2876923478,4,3086273903,0
2762410057,1559403961,3,4244086265,0
4059735779,616955209,1,3442796954,1
3545937574,2428917793,4,1134358151,2
3088887920,2452024356,4,976903252,1
516358461,3221663872,6,3735928559,0
2902741594,368995627,0,3273834373,1
4118103274,3338719886,2,3305128074,0
4153454831,1176502668,5,2981146979,2
306515748,792667486,2,33883396,0
1461158830,1900420578,2,1359348130,0
1574548411,3849481418,4,3098271601,2
3128641140,3681140406,4,1628616898,1
4234343160,322562854,0,261938719,1
1610108351,3215266431,7,3740122863,1
279486753,2257746445,0,2537233198,0
2662392893,4077456614,2,2449474596,0
1208038800,3967071448,7,3752705775,1
750813529,445518133,5,3735928559,0
1738241999,1374293923,6,3735928559,0
2287845904,3070725230,3,3210727038,0
2185435140,3466655901,0,1357124769,1
2421404192,2227346441,5,345058857,2
1720211917,1573388731,3,994072694,2
1071240063,20423938,0,1091664005,1
3891437775,2914511963,4,1246055572,2
1536375735,133626127,0,1670264006,1
312878885,2226446345,1,2381399836,0
2570896946,2428007969,6,3735928431,1
3483668639,818839905,1,2664828726,1
3646040754,1530276278,0,881349736,0
814779233,3265725573,0,4080504806,0
1504843187,4063880932,7,3735928559,0
882666857,2125031933,4,1244988564,2
3389609108,2516972076,0,1544332984,2
2366366234,1844871643,2,3774702529,2
3465343133,2130746366,0,1301122267,1
1718647756,940645744,5,3735928559,0
860574054,877320552,5,3735404271,1
3028899433,3759220928,4,1419280041,2
3390853268,2527720493,1,862084199,1
2708323906,2481311271,7,2662186735,1
385380141,1860968413,6,3735928559,0
3177891962,3790508227,6,1552177337,2
2050941940,4155513071,4,2374957851,0
331086119,1358131617,7,3735928559,0
3862086860,2906114650,4,1258622614,2
2298928658,4030991584,0,2034952946,0
1287070105,3668831413,4,2520436012,1
2470555686,4052073187,6,1657014981,2
1142040456,2466684454,0,3608724910,0
2674719294,729330006,7,3021228904,2
3577691306,878908264,0,161632274,0
138947344,1958485481,1,2096379641,2
1813522904,4020248799,2,2209876231,2
2313764883,2270776846,2,246418973,2
1767713234,1115156356,2,1079323008,0
1356818849,2174602243,5,3735924463,1
1348738464,2438894114,7,3735928575,1
1346934688,2391571485,6,3737447357,2
3858144459,1191290766,7,3735928495,1
553791298,3085811311,0,3639602611,1
1135025031,3256023172,0,96080911,1
2094833657,3452342427,2,1288016025,1
3534031013,382082861,0,3294828424,2
595198790,2596185653,1,2293980497,1
3268932229,4029225184,4,855042661,1
3409952406,3132988021,4,2038572259,1
3603538605,3728733884,4,150361105,2
1602430399,1220999569,3,1606941887,1
2997304421,3364582545,2,2156082177,0
1708726219,2866638933,4,3473172382,0
878796648,1096980354,7,3735928559,0
2804981326,4134856940,3,4118085358,1
615729481,3309785226,0,3925514707,0
1444975020,767272795,0,2212248327,1
3164139641,3122537076,5,3735928559,0
2458922533,3720505531,0,1884460784,1
2021404144,4109415145,2,2358026009,2
2342701591,3746270910,2,2332199574,1
1914752484,3651369651,4,2743318359,1
1267621783,399061295,1,868559464,1
1813495256,2126929405,6,3735928559,0
2646944827,2245148683,0,588737606,1
3443599002,3496494752,0,2645126970,1
781872477,2484514856,4,3129793909,2
1889897953,664130895,4,1463310510,1
743037784,261786911,4,601054791,1
1437462955,1626008513,1,4106421738,0
67789064,566239043,6,3735928559,0
1451422125,3680459958,5,3735924463,1
2190717957,3295218312,7,3736059631,1
102425356,557222210,4,657222222,2
1446968748,1043754876,2,372665644,0
624884554,4290377983,1,629473867,0
3786040515,3199208061,7,3727539951,1
2911857755,2938569822,3,2948557919,1
679987025,500847931,3,1038079867,0
3008266854,318205733,0,2713316675,2
2499692585,2156110337,2,343796264,2
1115342212,997000566,3,2070922742,1
315031845,575685956,5,2662186735,1
1367349667,3691528376,6,2374523163,2
3052177515,944613232,4,2376150811,2
3683114679,2404510238,0,1423324329,2
2245373451,2996073061,0,946479216,0
2653950524,790606686,0,3444557210,0
1107494788,155298578,3,1262727062,0
3258019460,1899748322,4,3003823430,1
3165099641,684642641,4,2490058536,1
1413252520,186108694,4,1596673726,0
3892603088,1804665815,6,3736977135,1
3541428390,200391447,4,1491358641,1
2653895228,1239881619,5,3620220335,2
2847490643,2476034599,1,371456044,0
2947289183,2019475952,4,3623014831,0
537624896,3164548217,3,3164581233,1
2483150376,2061022709,2,268473376,0
2456018980,736868695,0,3192887675,0
1613898688,3044260970,7,3736977135,1
2280925199,1805162455,4,3966549976,2
431720755,2814828623,0,3195890044,2
4191662835,3066123885,3,4292343551,0
1234142611,3031598697,2,8553473,0
3092354672,1407130023,4,3951988695,2
2300770834,2429586977,0,435390515,0
3380726931,3195218044,7,2012407023,2
3565279401,2605413430,7,1338682527,2
3432595609,3714358458,7,3735928559,0
1728953294,4037309153,3,4155374543,1
1314193820,171504916,1,1142689416,1
4249847034,1689295817,4,2583633715,2
2135447550,3994009820,2,1846034652,0
889457514,2966749281,4,2245069579,2
1379788196,3825810632,3,4131257836,0
2638981690,1967771114,1,3892471760,2
2696400449,3581930666,0,1983363819,0
2342841879,535587647,5,2487780648,2
4250324730,322782502,6,4000025564,2
656027470,3504905889,6,3735928551,1
1202740623,3079750767,4,4028701152,2
30027011,3712002234,0,3700065721,2
1390137253,1341461407,5,3735928559,0
968078707,150758673,2,2293245201,1
4022236383,429959475,4,4129218028,0
611075912,4001852125,2,3404410261,2
3722361531,3007015014,4,1860555357,1
774480732,3062247533,2,2561643313,2
2034649586,4136616685,4,2412350239,2
2202435590,858401126,2,50462726,0
3787138755,1743375823,5,2253581068,2
2217352200,332192551,1,1884111073,1
3210203262,2106126843,1,3269403013,2
2520440876,693769042,5,3210802046,2
575300932,2689368128,6,2181489924,2
3510895778,164688659,4,3633641393,0
927120750,1602444223,4,1757538001,2
4285933822,3101957745,6,3467493103,1
400002351,2491844649,0,2887652696,1
2531982893,3313553547,7,3735666415,1
3454698651,1334240159,2,1301446811,1
1850990556,2009399791,4,429317683,0
584281925,230009627,5,3735928559,0
591097670,2829878353,3,2864705367,1
4141504749,430976819,6,3736977135,1
654460238,2625449016,7,3735928559,0
323527462,3252054147,6,3533622181,2
1618901952,716825941,4,1254334101,1
2702782018,1962189289,5,3735863023,1
4075183845,2451887140,6,1623362241,2
403667248,2221410312,4,2621927736,1
929957230,4246242042,4,3396765588,2
2243803659,1940282855,1,303520804,0
4257215227,3795841220,4,528482879,0
3921807059,265325343,4,3876752844,1
3896029904,2272638478,1,1623391426,0
71462664,918047085,2,67127560,0
3817702087,3897700560,3,3956781783,1
3312459914,3951081687,4,787519581,2
2118510588,2410713631,5,4059395555,2
2157543937,1203898255,4,3344663948,1
4080030438,2201160198,4,1879267552,0
2333301270,3000504421,3,969624179,2
1119470981,2710431811,2,9027585,0
4144031982,3183737979,7,3467493103,1
1775266259,3089216624,6,3522289059,2
331548967,3234388609,3,3540767654,2
3518575267,2318159892,1,1200414863,1
966153075,279661857,4,1765613138,1
721454934,4221116151,3,4223246327,1
2477276199,71047432,6,2543068463,2
913167212,4214758134,4,3444951450,2
195770135,1066785663,1,3423951768,0
966931315,2481192487,7,3727539951,1
2612121143,2167771138,5,444882485,2
835324771,702504275,0,1537829046,0
249088797,2916502107,1,1627553986,0
4119441131,1232127890,3,4261015291,1
252202782,3266823301,3,3451882395,2
2416770080,4253412091,5,1837700827,2
903085931,3669492405,1,1528560822,0
3789684419,1491447729,7,3735928555,1
541201216,1097333634,7,3735928559,0
822512994,574183748,6,3727539951,1
822183778,3624085168,4,3909263826,0
2018568688,1525983669,7,3735928559,0
710356820,2196910597,2,2829393233,2
656105806,316996389,4,905943659,2
147446545,591436102,0,738882647,0
1289416601,2515494443,5,3735924463,1
4183127794,1982674924,4,2407031070,1
285793058,4014334686,3,4216191998,1
3652005043,1170079115,1,2481925928,0
2257015821,3977993946,0,1805388503,2
3604250285,1342080415,3,3758030751,1
2456362532,2979981411,3,3019898471,0
1712811980,1599190974,4,960944242,0
1891901921,1640351171,4,285336610,2
1848220636,3976094937,0,1512571061,1
2398556701,405577008,2,2530971437,2
4059322595,2145316351,6,3735928431,1
2844398675,3658976436,2,1939708135,2
1549524920,2078005751,3,2145116095,1
2358401049,1448695212,3,3604700605,1
2617465400,1939440103,7,4019903455,2
809547616,2712234563,4,2448018723,1
4292353279,4102072041,4,190364182,2
1610831296,1638999491,4,28471299,2
686533457,1711937996,4,1323414173,2
1499613618,3621245615,5,3736977135,1
3689212599,2683654207,4,1142012552,0
142552336,1855316445,2,135594256,1
4094704872,2144475135,4,2344758039,2
1793052629,3218536575,6,3735928559,0
2748751431,3037011050,1,4006707613,1
1575732667,4038270177,7,2908281178,2
2049164788,1664065478,1,385099310,0
1699024842,2793852493,2,604245064,1
3254995076,3449948827,4,262226463,0
4125342955,858926438,6,3335623053,2
2977740386,725718870,5,1588444911,1
1033669499,3523677348,5,3735928557,1
4000759516,3104367730,5,1467898542,2
1668971974,1554916281,2,1344938368,1
606685000,1376493988,6,3467493103,1
2350089752,2936742494,4,593011782,1
694588754,4003801309,6,3735928559,0
3049269355,1927796709,7,3735928815,1
2143512575,2704941634,0,553486945,1
1935542758,804144991,0,2739688261,1
761666906,2780110411,1,2295530257,2
3641024690,2990135396,1,1799125206,2
251973406,296107811,7,3735920367,1
1155191689,294087971,1,861103718,0
760901466,1437452715,1,3618416047,0
1054903677,1288470425,4,1915548388,0
1360719778,1033492859,5,1820538585,2
628583242,2042448371,1,2872713559,1
1915640804,593423686,4,1366341282,0
4042215649,1703534539,2,2506526506,2
2730163269,3386087059,4,1802070742,2
3075740270,601509703,0,3677249973,0
742816088,2128023037,4,1385264293,2
4066184932,3671181493,7,680314449,2
2901797977,3913997010,2,2822817872,0
2351418904,245412637,5,2189917445,2
2360678425,4127682284,6,2058516213,2
2485496360,888000873,3,3035495273,0
231502619,3753101503,0,3967826906,1
3831784648,1612605376,5,2222588680,2
4197339380,2626816,4,4194715124,2
538561344,3427094168,4,3965486553,1
1854079965,650331981,3,1858291677,0
4279916286,4081132262,3,207320088,2
4122735851,1172030347,5,3735928559,0
4272083197,4216411382,7,3601710831,1
4222996727,2587031092,4,1636247235,0
4271696125,3274331782,0,3251060611,0
53582086,2853436500,0,2837603666,2
994500982,4031821024,1,3405130902,1
4079800038,3464838301,3,1034547835,2
635838795,675494224,4,228923419,0
2841677906,397740335,3,3220543871,0
200073495,1924925413,4,2035345010,1
3144660086,1988706285,4,3454438299,2
4072325349,2601565238,6,1772780755,2
1577840572,3623479983,7,3735928559,0
3202380413,2960759392,4,244967453,2
3105485426,2074009591,4,3263638917,2
1485721521,1892128737,3,953147377,1
4053568227,4120404715,5,3601710831,1
865467751,3872491213,4,3578035130,1
3589193387,750437209,0,61440516,1
539430208,3315612299,4,3850844107,0
3465868445,4037343457,2,3229937793,0
3257835140,2065801206,7,3104768370,2
1840057819,2821344336,4,3313975723,1
805437280,2297092625,3,3102474101,1
549815105,3342266510,0,3892081615,0
901530475,3612440238,1,3807196613,2
346263849,1679270344,6,1890857185,2
1098312578,1591963581,5,3735895791,1
3091220592,382487853,5,4272799471,1
1027966842,503734588,4,591652422,2
1812250584,2043520499,6,3735928559,0
1184650125,3427116696,6,2329539861,2
1007491960,3664629940,1,1637829316,0
2005521391,2325181461,2,42030085,1
4160407791,398195503,6,3735928815,1
2230024713,3751869119,0,1686926540,1
10325249,160629011,1,4144663278,1
4253371131,281117985,5,3980709850,2
2877007446,1044056444,5,3735928559,0
681863505,1282186136,3,1827208153,1
2516644396,465969975,4,2378617115,0
263507743,2417697312,0,2679106879,2
2648508475,2869948502,4,919795821,0
3572620969,2883288151,2,2161204225,0
3789053635,889731946,4,3570427305,0
1243220372,2940773470,7,3735928559,0
505964348,2544932399,3,2679699263,0
1959617513,1466979758,2,599602759,2
1493871026,2129988093,1,3667238837,1
2197771781,854597477,3,2953791840,2
405729584,2923929692,4,3060355436,2
1352873889,290559778,7,3735928559,0
2906153050,4071036133,6,3735928559,0
947642736,1684891080,0,2632533816,0
2136841726,1501065650,0,3637907376,0
750149465,1851618780,6,1122708101,2
32497411,2539364910,1,2528410925,2
817334625,3695577784,0,3975250905,2
860954470,1390619557,4,1639068867,0
4098138344,3053315691,5,3735928559,0
2107716603,4191597811,7,3735928559,0
2968450145,3294454920,4,1957925097,0
2452220452,342406440,1,2252431116,2
896171882,2881264727,4,2664866621,1
3394384532,1619464129,2,1090650752,1
1865910238,1709737419,6,3735928559,0
2896179801,2418978848,5,3735928559,0
1908883427,1989611501,4,391131150,1
3658641588,6960384,0,3665601972,0
587424582,2535604782,0,975545716,1
3487035039,1399030694,4,2633264441,1
132178191,2584898612,6,2649918779,2
53429510,917532013,2,35669316,1
1483042736,1556033465,0,3039043433,1
3639922353,4156707055,4,792108638,2
961032050,3037703274,1,2353496856,2
1210565008,2334177814,4,3272047494,0
3927264468,3542195878,0,959763058,2
2255374348,2279013903,6,3735928559,0
2440865314,2053080052,4,3944949206,0
1600174014,4282179326,4,2824628544,1
1177772940,860727654,4,2105461482,1
3139670646,973221236,6,2166472450,2
2979041379,387342638,0,2793861453,2
3466116765,3995427036,6,549314113,2
1640813507,2275220495,6,3864121292,2
1731173838,2789032524,4,3222462338,1
1150087049,4204822261,2,3190591868,2
773597532,2168292354,4,2938219870,0
4280254718,1681100744,0,1666390214,1
2323454996,1520330165,5,3735928559,0
2694153793,3029716585,3,335562792,2
1740180431,2106543611,2,1703479755,0
2862485589,3073529454,6,3735928559,0
2233107466,1922855909,4,4152817647,2
1489820593,1548616632,7,75683849,2
2238920714,3991895259,4,1755071697,2
2461263909,2225899017,0,371158572,2
2840464466,2501056042,4,1012734584,0
3287822471,3056898156,4,1972150507,1
1677215687,3990984923,7,3735928559,0
508112188,576385348,1,4226694128,1
3278481030,2097590266,2,3194947964,2
1004767607,182234389,7,3736977135,1
1557367225,2570839602,7,4272799471,1
3859201740,1192242574,6,2702611266,2
190776598,4045955810,0,4236732408,0
2575674419,1674923463,3,4225101301,1
3160543352,3834342089,0,1491696305,2
1952072680,32279299,3,1979632619,0
3021184104,3457815708,0,2047445236,2
837032803,2721914436,4,2480473382,1
2542188079,3795313860,7,1974555371,2
4030340320,1834099162,0,1569472186,0
208970520,2272422414,5,2332477718,2
1471617967,2736168006,4,4104226793,2
1428032426,3093814384,4,3984185304,1
2527687213,2979578467,4,657584206,1
3863677644,1132513159,0,701223507,0
634236747,1700526538,0,2334763285,0
4281492222,1269077911,4,3029792105,2
2801542733,2877424727,7,226370074,2
3067054189,1976651243,3,3273573766,2
372350252,3855819979,0,4228170231,0
804246367,1648235972,5,1305593499,2
635101003,1248672148,0,1883773407,1
2768146505,2624643640,6,948859505,2
2852873812,614586697,3,2393554717,2
777531228,3295615624,1,1776883412,1
2600926262,2051766260,0,357725218,1
2041337843,2213620231,2,27263491,0
642143052,2292286481,3,2934429533,2
2394360349,2638294586,4,334898215,2
2917049435,760450906,4,2156735237,1
626576714,908888940,4,326452774,1
687104337,2490588712,0,3162980217,2
1792392149,540053824,4,1256532629,0
1151384969,3648395442,0,2652296763,1
1338223519,2009736175,3,2144054271,0
2607962678,2706659906,4,975569268,1
99569931,932203375,4,847190628,2
2322654740,2106680827,4,4158751727,2
624976202,2021776881,7,3601710831,1
1162592138,330378535,6,3702374127,1
1885644256,3215858303,0,806535263,0
1804544,40208644,5,3735928559,0
1439311275,438327092,4,1340764831,0
64935175,1031424378,5,3735944943,1
2133870590,2461436453,1,3967401177,1
2073675255,2336774166,0,4040269281,2
4191677171,4064999652,6,3735926511,1
1791008725,3795313348,6,2297920785,2
723160406,1767430610,6,3735666415,1
3126165108,177826069,7,2966165345,2
3505415841,3942901462,0,1005813879,2
1356915617,282979617,7,1077743232,2
732794199,1412107688,5,3735928559,0
3928841428,771099995,3,4026490335,0
234753307,636354891,0,871108198,0
2389582364,3344965262,4,1225669778,0
1642665923,1372449187,6,3735928431,1
1295565210,1982683116,1,3607849390,0
2774732874,2253451276,5,3727539951,1
4017726686,2483415080,4,2071743734,0
1723252685,1171321739,3,1744207823,1
3695955640,250879773,0,3812617685,1
3503121569,98374923,7,3574624682,2
526084926,679379280,1,4141804014,1
1360911778,1414950312,2,1343507872,0
2352704536,3126391924,0,1184129228,1
1019920761,3090125936,1,2229622025,2
282474785,2461325861,6,3702374127,1
2285339152,1719098316,3,4000832468,1
2581675059,3824692935,4,2048463604,0
337417512,555111234,7,889898602,2
654021453,2405673502,0,2845325651,2
887260009,1533510582,6,1870987487,2
14656257,2951733343,7,3735928559,0
3704362681,1100215683,4,2640307002,0
584040261,711550292,0,221848729,1
2805429326,710502228,6,3735920367,1
19252482,2576604723,3,2578964275,0
3674094261,2141445631,2,1520572596,1
2578300979,2698787905,2,2223767553,1
3283921031,4179774194,4,983491189,2
1462994350,4125211883,3,2731686213,2
1837610459,1287532441,4,557423170,2
2020301296,954082673,7,1085635713,2
1280980376,3953013975,7,3735863023,1
2333968406,1840566235,4,3869853661,1
2554394672,790352222,4,3076204910,0
3611102894,2201014790,2,1410194600,2
2567826482,802416479,7,1588444911,1
2052142068,1136273799,4,971709043,0
2954508384,2444911651,6,3668819695,1
576333636,982105461,4,416520753,2
341796136,2329470485,1,2307292947,0
1615616,4196703476,4,4215028724,1
3706678457,2132824574,0,2748267847,2
1533060022,3030782569,4,4022514143,1
2408836639,1786083284,4,3857095115,2
1625213889,2887827544,3,3976121305,0
3843835082,719370069,4,3489461151,2
4151920366,2568931890,4,1852284124,1
1117954949,1065917311,1,2099919098,2
3694346424,789113694,3,4282117118,0
1993357805,3990846171,4,2584691510,1
2654705212,1375508899,2,272142336,1
199774999,2771130442,5,3735928575,1
2307812883,3478727326,7,3736059631,1
3810687174,425017650,4,4202117620,0
3444693146,1779167700,2,1208078480,0
1134268807,2560127537,4,3674334134,1
1674934215,1029920634,6,3735666415,1
4276484861,3297996425,3,4277665529,1
618467657,3438347417,1,1475085488,1
922792814,3318279307,4,4073218023,1
664681807,4257415931,4,3663544244,2
2638049850,2038966771,3,3837090761,2
3768123073,2633747513,4,2086875384,1
526241086,2900331609,0,3426572695,0
1748199376,1905361379,0,3720669619,1
3622786223,1677873608,7,3018655079,2
3250596483,314308901,6,3735928559,0
682537809,608769352,7,3735928559,0
4283979518,1247406484,2,3036790634,2
427414322,1739951055,6,3735928047,1
1840241115,2589261876,0,4160412143,2
3692624056,2074151927,1,1685580993,1
3150786679,4258073339,6,4272799471,1
2632377401,1090403201,3,3692617656,2
88869642,579999045,2,1048832,1
35648260,1129689478,7,1095385730,2
4069710565,2369093146,2,2141693183,2
3613407918,2489681448,4,1124449414,2
2032371186,1371155363,2,681160273,2
3499668129,2097941498,6,2912205147,2
1458501549,3031143529,5,3735928495,1
4286795007,2430947361,5,2662186735,1
3730033340,337901352,6,3735928559,0
4166914288,3099844209,7,3735928559,0
1026550138,1443455916,0,2470006054,0
2792704588,2297183761,4,781808733,0
3358401168,3096046193,6,1889847521,2
3871644877,1656467397,4,2222928648,2
741398360,3013524583,7,3735928559,0
381102893,2787226188,4,2962659681,0
1788252629,2384346652,4,3850940361,1
1322167709,1175764876,0,148509201,2
1637721539,3466933917,0,809688160,0
3971588313,2615791671,0,2292404496,1
154260754,3093226608,3,2976854370,2
3458225820,137827600,4,3323413388,0
2901865049,4252247290,6,3668819695,1
489758522,4238966521,1,545760321,1
4148131566,2896793177,1,1251272853,1
1102277507,552956737,3,1643609027,0
3310758026,2373228570,7,3702374127,1
1563024826,2513067563,5,3370353553,2
742570840,2375004699,4,2714569027,0
508263740,2473680422,4,2369397530,0
4260457211,81095433,3,4179886578,2
2681982015,4135507692,4,1772427987,2
828744546,1474987951,0,2303798033,1
3769230529,1807686615,3,3955228375,1
4250900730,1476340655,4,2929767253,1
507420988,88475914,4,460892198,1
3952931543,2511272491,5,3752705775,1
1770108371,3309939338,3,2898796377,2
3684457655,650653517,0,40143876,0
475909944,1211095440,4,1416763048,2
2257333773,176276245,5,2349722904,2
3643522738,3723941051,2,81619465,2
3402372245,3580398250,0,2687803199,0
1617726400,1138814343,4,579626567,1
2217319432,2383107612,0,2452943396,1
1058708350,2047548404,1,1158774922,2
784329053,355341098,0,999422583,2
261737247,358000426,3,534769471,0
3038920810,134998288,4,3173624186,0
823040354,2630729785,0,2915260763,2
3342449294,821058401,0,4157202927,2
1688485321,711666516,6,3735404271,1
2650659387,1110403972,0,3761063359,0
503959356,1508691379,4,1206190735,0
1357918625,826586978,0,2188699907,1
1949195240,3172556410,0,826522210,1
2365780506,60921095,0,2393073437,2
4043575522,1134625159,4,2997162341,2
3243420802,2893167192,3,1830852314,2
4073871077,1971381739,0,1750285520,0
1692061129,2858538580,1,3128489781,1
1465840558,3113345651,5,3740122863,1
17650434,3592796332,1,3609783214,2
2968920673,1453990317,1,1514930356,0
3757402815,911697772,2,374694444,0
3206137470,477738296,7,3727539951,1
3377268882,585484101,4,3953971159,1
